pAsuram,Word,Meaning,
2-6-7-panjich chiRu kUzhai,uNda,mercifully consumed,
2-6-7-panjich chiRu kUzhai,aNNal,being the lord of all,
2-6-7-panjich chiRu kUzhai,mun,previously,
2-6-7-panjich chiRu kUzhai,naNNAdha,one who did not approach and surrender,
2-6-7-panjich chiRu kUzhai,kanjai,kamsa-s thoughts,
2-6-7-panjich chiRu kUzhai,kadandhavan,"krishNa who crossed, his",
2-6-7-panjich chiRu kUzhai,kadal mallaith thala sayanam,merciful reclining in sthalasayanam in thirukkadalmallai,
2-6-7-panjich chiRu kUzhai,nenjil,with their heart,
2-6-7-panjich chiRu kUzhai,thozhuvArai,those who worship,
2-6-7-panjich chiRu kUzhai,en,obedient towards me,
2-6-7-panjich chiRu kUzhai,thUy,very pure,
2-6-7-panjich chiRu kUzhai,nenjE,Oh heart!,
2-6-7-panjich chiRu kUzhai,thozhuvAy,try to worship,
2-6-8-sezhu nIr,uzhunIr,those who are naturally engaged in ploughing,
2-6-8-sezhu nIr,uzhavar,farmers,
2-6-8-sezhu nIr,sezhu,beautiful,
2-6-8-sezhu nIr,nIr thirai,waves of water,
2-6-8-sezhu nIr,malar,blossomed,
2-6-8-sezhu nIr,kamalam,lotus flowers,
2-6-8-sezhu nIr,undhu,pushing,
2-6-8-sezhu nIr,van,strong,
2-6-8-sezhu nIr,pagattAl,engaging the bulls,
2-6-8-sezhu nIr,vayal uzha,as they farm the land,
2-6-8-sezhu nIr,pin mun,back and forth,
2-6-8-sezhu nIr,pizhaiththu ezhundhu,which escaped and had risen,
2-6-8-sezhu nIr,kazhunIr,sengazhunIr (water-lily) and lotus flowers,
2-6-8-sezhu nIr,kadi kamazhum,the fragrance blowing,
2-6-8-sezhu nIr,kadal mallaith thala sayanam,sthalasayanam in thirukkadalmallai,
2-6-8-sezhu nIr,thozhu,worshipping,
2-6-8-sezhu nIr,nIr,having the quality,
2-6-8-sezhu nIr,manaththavarai,those who are having the heart,
2-6-8-sezhu nIr,en thUy nenjE,Oh my pure heart!,
2-6-8-sezhu nIr,thozhuvAy,try to worship,
2-6-9-piNangaL idu,piNangaL,burning the corpses,
2-6-9-piNangaL idu,idu kAdu adhanuL,in the cremation ground,
2-6-9-piNangaL idu,nadam Adu,one who dances,
2-6-9-piNangaL idu,pinjaganOdu,with rudhra who is the destroyer,
2-6-9-piNangaL idu,iNangu,fitting well,
2-6-9-piNangaL idu,thiruchchakkaraththu,having thiruvAzhi AzhwAn (sudharSana chakram),
2-6-9-piNangaL idu,emperumAnArkku,for my lord,
2-6-9-piNangaL idu,idam,being the abode,
2-6-9-piNangaL idu,visumbil,present in the abodes such as heaven,
2-6-9-piNangaL idu,gaNangaL,groups of dhEvathAs [celestial entities],
2-6-9-piNangaL idu,iyangum,coming and worshipping,
2-6-9-piNangaL idu,mallai,having greatness,
2-6-9-piNangaL idu,kadal mallaith thala sayanam,sthalasayanam in thirukkadalmallai,
2-6-9-piNangaL idu,vaNangu manaththAravarai,those who have the heart to worship,
2-6-9-piNangaL idu,enRan mada nenjE vaNangu,Oh my humble mind! You worship.,
2-6-10-kadi kamazhu,kadi,good fragrance,
2-6-10-kadi kamazhu,kamzhum,blowing,
2-6-10-kadi kamazhu,nedu,wide,
2-6-10-kadi kamazhu,maRugil,having streets,
2-6-10-kadi kamazhu,kadal mallai,in thirukkadalmallai,
2-6-10-kadi kamazhu,thala sayanaththu,mercifully reclining in sthalasayanam,
2-6-10-kadi kamazhu,adigaL,lord-s,
2-6-10-kadi kamazhu,adi,divine feet,
2-6-10-kadi kamazhu,ninaiyum adiyavargaL tham,"the servitors who think about, their",
2-6-10-kadi kamazhu,adiyAn,being a servitor,
2-6-10-kadi kamazhu,vadi koL,having sharpness,
2-6-10-kadi kamazhu,nedu,big,
2-6-10-kadi kamazhu,vEl valavan,one who can fight using the spear,
2-6-10-kadi kamazhu,kali kanRi,thirumangai AzhwAr,
2-6-10-kadi kamazhu,oli,this decad which is mercifully spoken by,
2-6-10-kadi kamazhu,vallAr,those who can learn,
2-6-10-kadi kamazhu,mudi koL,crowned,
2-6-10-kadi kamazhu,nedu mannavar tham mudhalvar,for the emperors,
2-6-10-kadi kamazhu,mudhalAvAr,will become the leader,
2-7-1-thivaLum,thivaLum,shining,
2-7-1-thivaLum,veL,whitish,
2-7-1-thivaLum,madhipOl,like moon,
2-7-1-thivaLum,thiru,beautiful,
2-7-1-thivaLum,mugaththu,having divine face,
2-7-1-thivaLum,arivai,one who is in her youth (age group of 19 to 24),
2-7-1-thivaLum,sezhu,vast,
2-7-1-thivaLum,kadal,born in the ocean,
2-7-1-thivaLum,amudhinil,in the nectar,
2-7-1-thivaLum,piRandha,one who is born in,
2-7-1-thivaLum,avaLum,that periya pirAttiyAr,
2-7-1-thivaLum,nin,your highness-,
2-7-1-thivaLum,Agaththu,in the divine chest,
2-7-1-thivaLum,iruppadhum,being mercifully present,
2-7-1-thivaLum,aRindhum,even after knowing,
2-7-1-thivaLum,Agilum,still,
2-7-1-thivaLum,Asai,desire towards your highness (my daughter),
2-7-1-thivaLum,vidAL,not giving up;,
2-7-1-thivaLum,am,beautiful,
2-7-1-thivaLum,kuvaLai,like kuvaLai flower,
2-7-1-thivaLum,kaNNi,having beautiful eyes,
2-7-1-thivaLum,kolli,made in kolli mountain,
2-7-1-thivaLum,am,beautiful,
2-7-1-thivaLum,pAvai,having beauty like that of a doll,
2-7-1-thivaLum,nin,your highness-,
2-7-1-thivaLum,thAL,divine feet,
2-7-1-thivaLum,nayandhu irundha,one who is desiring for,
2-7-1-thivaLum,ivaLai,in her matter,
2-7-1-thivaLum,un manaththAl,in your divine heart,
2-7-1-thivaLum,en ninaindhirundhAy,what are you thinking?,
2-7-1-thivaLum,(leaving paramapadham),,
2-7-1-thivaLum,idavendhai,having arrived in thiruvidavendhai,
2-7-1-thivaLum,endhai pirAnE,Oh lord of my clan!,
2-7-1-thivaLum,sollu,You should mercifully speak a word.,
2-7-2-thuLambadu muRuval,thuLam padu,to defeat pomegranate seeds,
2-7-2-thuLambadu muRuval,muRuval,with the teeth,
2-7-2-thuLambadu muRuval,thOzhiyarkku,in front of her friends,
2-7-2-thuLambadu muRuval,aruLAL,not smiling;,
2-7-2-thuLambadu muRuval,thuNai,having beauty of togetherness,
2-7-2-thuLambadu muRuval,mulai,bosoms,
2-7-2-thuLambadu muRuval,sAndhu koNdu,with sandalwood paste,
2-7-2-thuLambadu muRuval,aNiyAL,not decorating;,
2-7-2-thuLambadu muRuval,kuLam,in pond,
2-7-2-thuLambadu muRuval,padu,present in,
2-7-2-thuLambadu muRuval,kuvaLai,like kuvaLai flower,
2-7-2-thuLambadu muRuval,kaN iNai,in two eyes,
2-7-2-thuLambadu muRuval,ezhudhAL,not applying black pigment;,
2-7-2-thuLambadu muRuval,kOlam,beautiful,
2-7-2-thuLambadu muRuval,nal,distinguished,
2-7-2-thuLambadu muRuval,malar,flowers,
2-7-2-thuLambadu muRuval,kuzhaRku,in the hair,
2-7-2-thuLambadu muRuval,aNiyAL,not wearing;,
2-7-2-thuLambadu muRuval,vaLam,precious items (such as gems),
2-7-2-thuLambadu muRuval,padu,originating,
2-7-2-thuLambadu muRuval,munnIr,(surrounded) ocean,
2-7-2-thuLambadu muRuval,vaiyam,earth,
2-7-2-thuLambadu muRuval,mun,while going and accepting water from mahAbali,
2-7-2-thuLambadu muRuval,aLandha,measured and accepted,
2-7-2-thuLambadu muRuval,mAl ennum,she says that he is the great one;,
2-7-2-thuLambadu muRuval,mAl,for her love,
2-7-2-thuLambadu muRuval,inam,being a match,
2-7-2-thuLambadu muRuval,mozhiyAL,having speech,
2-7-2-thuLambadu muRuval,iLam padi,tender natured,
2-7-2-thuLambadu muRuval,ivaLukku,on her matter,
2-7-2-thuLambadu muRuval,en ninaindhirundhAy,what are you thinking?,
2-7-2-thuLambadu muRuval,(leaving paramapadham),,
2-7-2-thuLambadu muRuval,idavendhai,having arrived in thiruvidavendhai,
2-7-2-thuLambadu muRuval,endhai pirAnE,Oh lord of my clan!,
2-7-2-thuLambadu muRuval,sollu,You should mercifully speak a word.,
2-7-3-sAndhamum pUNum,sAndhamum,sandalwood paste mixed with other fragrant materials,
2-7-3-sAndhamum pUNum,pUNum,pearl necklace,
2-7-3-sAndhamum pUNum,sandhanak kuzhambum,sandalwood fluid,
2-7-3-sAndhamum pUNum,thadam mumlaikku,on the huge bosom,
2-7-3-sAndhamum pUNum,aNiyilum,though applied,
2-7-3-sAndhamum pUNum,thazhalAm,it burns like fire;,
2-7-3-sAndhamum pUNum,pOndha,appeared,
2-7-3-sAndhamum pUNum,veL,white,
2-7-3-sAndhamum pUNum,thingaL,moon-s,
2-7-3-sAndhamum pUNum,kadhir suda,as the rays burn,
2-7-3-sAndhamum pUNum,meliyum,she suffered (due to that);,
2-7-3-sAndhamum pUNum,poru,rising waves,
2-7-3-sAndhamum pUNum,kadal,ocean,
2-7-3-sAndhamum pUNum,pulambil,when it makes noise,
2-7-3-sAndhamum pUNum,pulambum,she also calls out;,
2-7-3-sAndhamum pUNum,mAndhaLir,like mango spruce,
2-7-3-sAndhamum pUNum,mEni,divine form-s,
2-7-3-sAndhamum pUNum,vaNNamum,colour,
2-7-3-sAndhamum pUNum,ponnAm,becoming pale;,
2-7-3-sAndhamum pUNum,vaLaigaLum,bangles,
2-7-3-sAndhamum pUNum,iRai,even little bit,
2-7-3-sAndhamum pUNum,nillA,not remaining;,
2-7-3-sAndhamum pUNum,enRan,my,
2-7-3-sAndhamum pUNum,Endhu,worn,
2-7-3-sAndhamum pUNum,izhai,having ornament,
2-7-3-sAndhamum pUNum,ivaLukku,for her,
2-7-3-sAndhamum pUNum,en ninaindhirundhAy,what are you thinking?,
2-7-3-sAndhamum pUNum,(leaving paramapadham),,
2-7-3-sAndhamum pUNum,idavendhai,having arrived in thiruvidavendhai,
2-7-3-sAndhamum pUNum,endhai pirAnE,Oh lord of my clan!,
2-7-3-sAndhamum pUNum,sollu,You should mercifully speak a word.,
2-7-4-Uzhiyil peridhAl,nAzhigai,nAzhigai duration (24 minutes),
2-7-4-Uzhiyil peridhAl,Uzhiyil,more than a kalpa (one day of brahmA),
2-7-4-Uzhiyil peridhAl,peridhu,stretching very much,
2-7-4-Uzhiyil peridhAl,ennum,she told that;,
2-7-4-Uzhiyil peridhAl,oN,having great radiance,
2-7-4-Uzhiyil peridhAl,sudar,sun,
2-7-4-Uzhiyil peridhAl,thuyinRadhu ennum,she will tell that he has set;,
2-7-4-Uzhiyil peridhAl,Azhiyum,ocean,
2-7-4-Uzhiyil peridhAl,pulambum,is making noise;,
2-7-4-Uzhiyil peridhAl,anRilum,anRil bird,
2-7-4-Uzhiyil peridhAl,uRangA,is not sleeping;,
2-7-4-Uzhiyil peridhAl,thenRalum,southerly breeze,
2-7-4-Uzhiyil peridhAl,thIyinil,more than fire,
2-7-4-Uzhiyil peridhAl,kodidhAm,is blowing in a cruel manner;,
2-7-4-Uzhiyil peridhAl,thOzhI,Oh friend!,
2-7-4-Uzhiyil peridhAl,Oh! ennum,will call her saying -Oh-;,
2-7-4-Uzhiyil peridhAl,thuNai mulai,two nipples,
2-7-4-Uzhiyil peridhAl,arakkum,will control;,
2-7-4-Uzhiyil peridhAl,en seygEn,what shall I do,
2-7-4-Uzhiyil peridhAl,sollumin ennum,she will tell -tell me-;,
2-7-4-Uzhiyil peridhAl,Ezhai,very desirous,
2-7-4-Uzhiyil peridhAl,en,one who is born to me,
2-7-4-Uzhiyil peridhAl,ponnukku,in the matter of this best girl,
2-7-4-Uzhiyil peridhAl,en ninaindhirundhAy,what are you thinking?,
2-7-4-Uzhiyil peridhAl,(leaving paramapadham),,
2-7-4-Uzhiyil peridhAl,idavendhai,having arrived in thiruvidavendhai,
2-7-4-Uzhiyil peridhAl,endhai pirAnE,Oh lord of my clan!,
2-7-4-Uzhiyil peridhAl,sollu,You should mercifully speak a word.,
2-7-5-Odhilum,idavendhai endhai pirAnE!,Oh my lord in thiruvidavendhai!,
2-7-5-Odhilum,Odhilum,While speaking,
2-7-5-Odhilum,un pEr anRi,other than your name,
2-7-5-Odhilum,maRRu,anyone else-s name,
2-7-5-Odhilum,OdhAL,will not say;,
2-7-5-Odhilum,nin,your,
2-7-5-Odhilum,thiruvuru,physical beauty,
2-7-5-Odhilum,ninaindhu,thinking about,
2-7-5-Odhilum,urugum,she is melting;,
2-7-5-Odhilum,kAdhanmai,desire (in your matter),
2-7-5-Odhilum,peridhu,is growing more and more; (due to that),
2-7-5-Odhilum,kaiyaRavu udaiyaL,she is anguishing like the one who has lost her belonging;,
2-7-5-Odhilum,kayal,kayal (carp) fish like,
2-7-5-Odhilum,nedu,very wide,
2-7-5-Odhilum,kaN,in the eyes,
2-7-5-Odhilum,thuyil,having sleep,
2-7-5-Odhilum,maRandhAL,forgotten;,
2-7-5-Odhilum,pEdhaiyEn pEdhai,my very desirous daughter-s,
2-7-5-Odhilum,piLLaimai,childishness,
2-7-5-Odhilum,peridhu,is big; (on your matter),
2-7-5-Odhilum,theLLiyaL,she is having great clarity;,
2-7-5-Odhilum,vaLLi,like a creeper,
2-7-5-Odhilum,nuN,slender,
2-7-5-Odhilum,marungul,she who is having waist,
2-7-5-Odhilum,Edhalar munnA,in front of those who don-t like,
2-7-5-Odhilum,en ninanidhirundhAy,What are you thinking to do?,
2-7-6-than kudikkEdhum,than,her,
2-7-6-than kudikkEdhum,kudikku,for the clan,
2-7-6-than kudikkEdhum,thakkavA,apt path,
2-7-6-than kudikkEdhum,Edhum,any,
2-7-6-than kudikkEdhum,ninaiyAL,does not analyse and know!,
2-7-6-than kudikkEdhum,thadam,vast,
2-7-6-than kudikkEdhum,kadal,ocean,
2-7-6-than kudikkEdhum,nudangu,curved,
2-7-6-than kudikkEdhum,eyil,having fort,
2-7-6-than kudikkEdhum,ilangai,present in lankA,
2-7-6-than kudikkEdhum,van,strong demons-,
2-7-6-than kudikkEdhum,kudi,clan,
2-7-6-than kudikkEdhum,vAL amar,in the cruel battle,
2-7-6-than kudikkEdhum,tholaiththa,destroyed,
2-7-6-than kudikkEdhum,vArththai,news,
2-7-6-than kudikkEdhum,kEttu,hear,
2-7-6-than kudikkEdhum,inbuRum,become joyful; (again),
2-7-6-than kudikkEdhum,mayangum,will faint;,
2-7-6-than kudikkEdhum,min,lightning,
2-7-6-than kudikkEdhum,kodi,like a slender creeper,
2-7-6-than kudikkEdhum,marungul,waist,
2-7-6-than kudikkEdhum,surunga,to bend,
2-7-6-than kudikkEdhum,mEl,above,
2-7-6-than kudikkEdhum,nerungi,close to each other,
2-7-6-than kudikkEdhum,pon payandhirundha,one who has golden coloured paleness,
2-7-6-than kudikkEdhum,mel,soft,
2-7-6-than kudikkEdhum,mulai,having bosoms,
2-7-6-than kudikkEdhum,en kodi ivaLukku,in my daughter-s matter,
2-7-6-than kudikkEdhum,en ninaindhirundhAy,what are you thinking?,
2-7-6-than kudikkEdhum,(leaving paramapadham),,
2-7-6-than kudikkEdhum,idavendhai,having arrived in thiruvidavendhai,
2-7-6-than kudikkEdhum,endhai pirAnE,Oh lord of my clan!,
2-7-6-than kudikkEdhum,sollu,You should mercifully speak a word.,
2-7-7-uLam kanindhu irukkum,(Since this girl is always thinking about you),,
2-7-7-uLam kanindhu irukkum,uLam kanindhu irukkum,She has a contented heart; (while speaking),
2-7-7-uLam kanindhu irukkum,unnaiyE,You who are the object of her union,
2-7-7-uLam kanindhu irukkum,pidhaRRum,incoherently speaking;,
2-7-7-uLam kanindhu irukkum,unakkanRi,other than in your matter,
2-7-7-uLam kanindhu irukkum,enakku,"in my matter, where I have longed forever to give birth to her",
2-7-7-uLam kanindhu irukkum,onRu,even a little,
2-7-7-uLam kanindhu irukkum,anbilaL,not having any love;,
2-7-7-uLam kanindhu irukkum,vaLam,very sweet,
2-7-7-uLam kanindhu irukkum,kani,having fruits,
2-7-7-uLam kanindhu irukkum,pozhil,by gardens,
2-7-7-uLam kanindhu irukkum,sUzh,surrounded,
2-7-7-uLam kanindhu irukkum,mAlirunjOlai,one who is mercifully residing in thirumAlirunjOlai,
2-7-7-uLam kanindhu irukkum,mAyanE enRu,saying -Oh one who is having amazing ability!-,
2-7-7-uLam kanindhu irukkum,vAy veruvum,she is blabbering;,
2-7-7-uLam kanindhu irukkum,kaLam kani,sweet like kaLam fruit,
2-7-7-uLam kanindhu irukkum,muRuval,smile,
2-7-7-uLam kanindhu irukkum,kArigai,having beauty,
2-7-7-uLam kanindhu irukkum,peridhu kavalaiyOdu,with great sorrow in heart,
2-7-7-uLam kanindhu irukkum,avalam sErndhirundha,being with paleness,
2-7-7-uLam kanindhu irukkum,iLam kanni,young girl,
2-7-7-uLam kanindhu irukkum,ivaLukku,in her matter,
2-7-7-uLam kanindhu irukkum,en ninaindhirundhAy,what are you thinking?,
2-7-7-uLam kanindhu irukkum,(leaving paramapadham),,
2-7-7-uLam kanindhu irukkum,idavendhai,having arrived in thiruvidavendhai,
2-7-7-uLam kanindhu irukkum,endhai pirAnE,Oh lord of my clan!,
2-7-7-uLam kanindhu irukkum,sollu,You should mercifully speak a word.,
2-7-8-alangezhu thadakkai,(My daughter),,
2-7-8-alangezhu thadakkai,alam,the weapon named halam (plough),
2-7-8-alangezhu thadakkai,kezhu,shining,
2-7-8-alangezhu thadakkai,thadam,huge,
2-7-8-alangezhu thadakkai,kai,having divine hands,
2-7-8-alangezhu thadakkai,Ayan,"krishNa, the cowherd boy, his",
2-7-8-alangezhu thadakkai,vAy,playing from his divine lips,
2-7-8-alangezhu thadakkai,AmbaRku,for the sound of flute,
2-7-8-alangezhu thadakkai,en uLLam,my mind,
2-7-8-alangezhu thadakkai,azhiyum,is getting destroyed,
2-7-8-alangezhu thadakkai,ennum,she is saying;,
2-7-8-alangezhu thadakkai,pulam,all the senses,
2-7-8-alangezhu thadakkai,kezhu,to attract all senses towards it,
2-7-8-alangezhu thadakkai,poru,rising waves,
2-7-8-alangezhu thadakkai,nIr,having water,
2-7-8-alangezhu thadakkai,putkuzhi,incidents relating to vijayarAghavan emperumAn of thirupputkuzhi,
2-7-8-alangezhu thadakkai,pAdum,she is singing;,
2-7-8-alangezhu thadakkai,nIr malaikku,for thirunIrmalai,
2-7-8-alangezhu thadakkai,pOdhumO,let us go,
2-7-8-alangezhu thadakkai,ennum,she is saying;,
2-7-8-alangezhu thadakkai,kolli,like the doll in kolli mountain,
2-7-8-alangezhu thadakkai,kezhu,best,
2-7-8-alangezhu thadakkai,kulam,born in the clan,
2-7-8-alangezhu thadakkai,kOmaLam,beautiful,
2-7-8-alangezhu thadakkai,valli,one who is tender like a creeper,
2-7-8-alangezhu thadakkai,kodi idai,one who is having waist like a vanji creeper,
2-7-8-alangezhu thadakkai,nedu mazhai,"continuously flowing tears, like a torrential rain",
2-7-8-alangezhu thadakkai,kaNNi,having eyes,
2-7-8-alangezhu thadakkai,ilangu,shining,
2-7-8-alangezhu thadakkai,ezhil,beautiful,
2-7-8-alangezhu thadakkai,thOLikku,on the matter of this girl who is having shoulder,
2-7-8-alangezhu thadakkai,en ninaindhirundhAy,what are you thinking?,
2-7-8-alangezhu thadakkai,(leaving paramapadham),,
2-7-8-alangezhu thadakkai,idavendhai,having arrived in thiruvidavendhai,
2-7-8-alangezhu thadakkai,endhai pirAnE,Oh lord of my clan!,
2-7-8-alangezhu thadakkai,sollu,You should mercifully speak a word.,
2-7-9-ponkulAm payalai,mel,slim,
2-7-9-ponkulAm payalai,thOL,shoulders,
2-7-9-ponkulAm payalai,pon,golden complexion,
2-7-9-ponkulAm payalai,kulAvum,having,
2-7-9-ponkulAm payalai,payalai pUththana,became pale;,
2-7-9-ponkulAm payalai,poru,fighting with each other,
2-7-9-ponkulAm payalai,kayal,like kayal fish,
2-7-9-ponkulAm payalai,kaN,in the eyes,
2-7-9-ponkulAm payalai,thuyil,having sleep,
2-7-9-ponkulAm payalai,maRandhAL,forgotten;,
2-7-9-ponkulAm payalai,un mEl,in your matters,
2-7-9-ponkulAm payalai,anbinAl,love,
2-7-9-ponkulAm payalai,Adharam,desire,
2-7-9-ponkulAm payalai,peridhu,is increasing further;,
2-7-9-ponkulAm payalai,ivvaNanginukku,for this girl who is beautiful,
2-7-9-ponkulAm payalai,uRRa,acquired,
2-7-9-ponkulAm payalai,nOy,disease,
2-7-9-ponkulAm payalai,aRiyEn,I do not know;,
2-7-9-ponkulAm payalai,min,lightning,
2-7-9-ponkulAm payalai,kulAm,having (curved),
2-7-9-ponkulAm payalai,marungul,waist,
2-7-9-ponkulAm payalai,surunga,to shrink,
2-7-9-ponkulAm payalai,mEl,on top,
2-7-9-ponkulAm payalai,nerungi,fitting with each other,
2-7-9-ponkulAm payalai,vIngiya,well grown,
2-7-9-ponkulAm payalai,vanam,beautiful,
2-7-9-ponkulAm payalai,mulaiyALukku,for the one who has bosoms,
2-7-9-ponkulAm payalai,en Am kol,how will it end?,
2-7-9-ponkulAm payalai,kuRippil,in your divine heart,
2-7-9-ponkulAm payalai,en ninaindhirundhAy,what are you thinking?,
2-7-9-ponkulAm payalai,(leaving paramapadham),,
2-7-9-ponkulAm payalai,idavendhai,having arrived in thiruvidavendhai,
2-7-9-ponkulAm payalai,endhai pirAnE,Oh lord of my clan!,
2-7-9-ponkulAm payalai,sollu,You should mercifully speak a word.,
2-7-10-annamum mInum,annamum,hamsAvathAram,
2-7-10-annamum mInum,mInum,mathsyAvathAram,
2-7-10-annamum mInum,Amaiyum,kUrmAvathAram,
2-7-10-annamum mInum,ariyumAya,one who mercifully performed narasimhAvathAram as well,
2-7-10-annamum mInum,em mAyanE,Oh you who are my lord having amazing abilities!,
2-7-10-annamum mInum,aruLAy,mercifully shower your mercy,
2-7-10-annamum mInum,ennum,one who prays,
2-7-10-annamum mInum,in,distinguished,
2-7-10-annamum mInum,thoNdarkku,servitors,
2-7-10-annamum mInum,in aruL puriyum,one who gives his great mercy,
2-7-10-annamum mInum,idavendhai endhai pirAnai,on nithya kalyANan who is eternally residing in thiruvidavendhai,
2-7-10-annamum mInum,mannum,remaining eternally (surviving even the deluge),
2-7-10-annamum mInum,mA,huge,
2-7-10-annamum mInum,mAdam,having mansions,
2-7-10-annamum mInum,mangaiyar,for the residents of thirumangai region,
2-7-10-annamum mInum,thalaivan,being the leader,
2-7-10-annamum mInum,mAnam,having broad leaf,
2-7-10-annamum mInum,vEl,holding the spear,
2-7-10-annamum mInum,kaliyan,AzhwAr-s,
2-7-10-annamum mInum,vAy,in the divine lips,
2-7-10-annamum mInum,oli,to become famous,
2-7-10-annamum mInum,panniya,mercifully elaborated,
2-7-10-annamum mInum,panuval,songs,
2-7-10-annamum mInum,pAduvAr,"those who can recite, being stimulated by love",
2-7-10-annamum mInum,nALum,forever,
2-7-10-annamum mInum,pazhavinai,their past karmas-,
2-7-10-annamum mInum,paRRu,relationship,
2-7-10-annamum mInum,aRuppAr,will eliminate along with the traces.,
2-8-1-thiripuram,thiri,flying (in the sky),
2-8-1-thiripuram,mUnRu puram,three capital cities,
2-8-1-thiripuram,eriththAnum,rudhra who burnt down,
2-8-1-thiripuram,maRRai,and,
2-8-1-thiripuram,mEl,distinguished,
2-8-1-thiripuram,malar misai ayanum,brahmA who is born from the lotus in the divine navel [of bhagavAn],
2-8-1-thiripuram,viyappa,to become astonished,
2-8-1-thiripuram,muri,moving,
2-8-1-thiripuram,thirai,having waves,
2-8-1-thiripuram,mA,vast,
2-8-1-thiripuram,kadalpOl,like ocean,
2-8-1-thiripuram,muzhangi,making tumultuous sound,
2-8-1-thiripuram,mU ulagum,residents of the three worlds,
2-8-1-thiripuram,muRaiyAl,aptly,
2-8-1-thiripuram,vaNanga,bow down at the divine feet,
2-8-1-thiripuram,iraNiyan,hiraNya-s,
2-8-1-thiripuram,Agam,body,
2-8-1-thiripuram,iraNdu kURA,to become two pieces,
2-8-1-thiripuram,eri a(n)na,like fire,
2-8-1-thiripuram,kEsari,mane,
2-8-1-thiripuram,vAL,shining,
2-8-1-thiripuram,eyiRROdu,having canine teeth,
2-8-1-thiripuram,ari uruvAm,in the form of narasimha,
2-8-1-thiripuram,ivar Ar kol? enna,when asked -Who is he?-,
2-8-1-thiripuram,attabuyagaraththEn,I am the lord of thiruvattabuyagaram,
2-8-1-thiripuram,enRAr,mercifully said,
2-8-2-vendhiRal vIraril,imaiyOr,brahmA et al,
2-8-2-vendhiRal vIraril,vEdham uraiththu,reciting vEdham and arriving,
2-8-2-vendhiRal vIraril,vaNangum,one who is surrendered upon,
2-8-2-vendhiRal vIraril,vem thiRal,having great strength,
2-8-2-vendhiRal vIraril,vIraril,to have the brave men become impressed,
2-8-2-vendhiRal vIraril,vIrar oppAr,"having greatness that is similar to that of the masculine SrI rAma, the son of emperor dhaSaratha",
2-8-2-vendhiRal vIraril,sem thamizh,beautiful thamizh,
2-8-2-vendhiRal vIraril,pAduvAr thAm,mudhalAzhwArs who sing,
